emp_no,first_name,last_name,title,from_date,to_date,hire_date
218917,Mingdong,Nitsche,Senior Staff,1992-07-10,9999-01-01,1985-07-10
218918,Aloke,Muhlberg,Senior Staff,1996-11-17,9999-01-01,1985-08-19
218920,Fumiko,Gecsei,Senior Staff,1991-12-18,9999-01-01,1985-12-18
218923,Sandeepan,Mandell,Engineer,1994-09-07,9999-01-01,1985-09-07
218924,Apostol,Hiraishi,Senior Staff,1996-08-19,9999-01-01,1985-03-31
218927,Saddek,Jenevein,Senior Staff,2002-04-23,9999-01-01,1985-04-07
218956,Khosrow,Shimshoni,Technique Leader,1985-11-20,9999-01-01,1985-11-20
218959,Kokou,Lanzelotte,Senior Engineer,1992-05-03,9999-01-01,1985-05-03
218973,Tadahiro,Yurov,Senior Engineer,1988-07-13,9999-01-01,1985-08-22
218982,Leon,Dichev,Technique Leader,1991-02-08,9999-01-01,1985-12-14
218983,Yannis,Tasistro,Senior Staff,1990-03-28,9999-01-01,1985-03-28
218988,Martial,Pearson,Technique Leader,1989-05-21,9999-01-01,1985-05-02
219008,Claudi,Staelin,Senior Engineer,1992-08-01,9999-01-01,1985-08-01
219018,Aral,Papadias,Senior Staff,1993-12-18,9999-01-01,1985-12-18
219026,Nathalie,Quittner,Senior Staff,1999-09-02,9999-01-01,1985-07-13
219029,Christoper,Gladwell,Senior Staff,1999-03-30,9999-01-01,1985-12-23
219036,Toney,Keohane,Engineer,1999-04-01,9999-01-01,1985-05-11
219043,Hairong,Bondorf,Senior Staff,1994-03-11,9999-01-01,1985-03-11
219057,Chanjung,Rajaraman,Senior Staff,2001-09-01,9999-01-01,1985-05-24
219060,Inderjeet,Furedi,Senior Engineer,2000-12-07,9999-01-01,1985-04-09
219075,Demin,Aingworth,Engineer,1996-05-07,9999-01-01,1985-09-29
219103,Yoshinari,Hasham,Staff,1997-01-22,9999-01-01,1985-05-19
219105,Nahla,Polupanov,Senior Engineer,2000-07-16,9999-01-01,1985-11-17
219107,JoAnne,Zweizig,Senior Staff,1985-10-22,9999-01-01,1985-10-22
219126,Pasqua,Fujisaki,Senior Engineer,1992-04-22,9999-01-01,1985-04-22
219135,Arnould,Peng,Senior Engineer,1993-12-25,9999-01-01,1985-12-25
219143,Dipankar,Coorg,Senior Engineer,1991-12-19,9999-01-01,1985-05-29
219159,Licheng,Hammerschmidt,Senior Engineer,1999-08-28,9999-01-01,1985-08-23
219162,Kazuyasu,Quaggetto,Senior Engineer,1985-03-19,9999-01-01,1985-03-19
219184,Sampalli,Puppo,Senior Staff,1997-12-23,9999-01-01,1985-04-23
219187,Denis,Schrift,Senior Staff,2001-10-21,9999-01-01,1985-10-26
219194,Masami,Conta,Senior Engineer,1991-10-01,9999-01-01,1985-10-01
219211,Nakhoon,Weedon,Senior Engineer,1997-12-02,9999-01-01,1985-02-14
219226,Danai,Pillow,Senior Staff,1995-10-06,9999-01-01,1985-09-25
219230,Muneo,Salverda,Engineer,1997-06-06,9999-01-01,1985-04-19
219251,Gian,Braunschweig,Senior Staff,2000-05-05,9999-01-01,1985-05-14
219265,Masanao,Koshino,Senior Engineer,1991-02-12,9999-01-01,1985-02-12
219267,Aloys,Tibblin,Senior Engineer,1998-02-06,9999-01-01,1985-07-09
219275,Weidon,Rando,Senior Engineer,1997-01-08,9999-01-01,1985-02-09
219277,Amstein,Hemaspaandra,Senior Engineer,1996-12-31,9999-01-01,1985-12-02
219279,Pranjal,Kriebel,Technique Leader,1985-09-18,9999-01-01,1985-09-18
219305,Valery,Tokunaga,Senior Staff,1993-05-18,9999-01-01,1985-05-18
219314,Lobel,Begiun,Senior Engineer,1999-07-07,9999-01-01,1985-07-06
219329,Holgard,Heiserman,Senior Staff,2001-06-08,9999-01-01,1985-08-20
219331,Claude,Velardi,Senior Staff,2002-01-06,9999-01-01,1985-02-23
219348,Yongdong,Gerlach,Senior Engineer,1991-08-25,9999-01-01,1985-08-25
219353,Eben,Kusakari,Senior Engineer,1994-02-08,9999-01-01,1985-02-08
219373,Atreye,Badr,Senior Engineer,1990-08-29,9999-01-01,1985-08-29
219382,Ramachenga,Bennis,Senior Staff,1991-05-18,9999-01-01,1985-05-18
219387,Bouchung,Alencar,Senior Engineer,1994-04-30,9999-01-01,1985-04-30
219396,Miomir,Flanders,Senior Engineer,2000-09-30,9999-01-01,1985-04-12
219414,Nahum,Hegner,Technique Leader,1993-07-11,9999-01-01,1985-08-22
219462,Quingbo,Uludag,Senior Staff,1990-06-26,9999-01-01,1985-06-26
219466,Hatem,Asmuth,Senior Staff,1996-12-30,9999-01-01,1985-04-13
219487,Sushant,Qiwen,Staff,1995-01-15,9999-01-01,1985-09-18
219489,Tsutomu,Ramalingam,Senior Engineer,1999-12-06,9999-01-01,1985-05-01
219492,Deniz,Adachi,Senior Staff,1991-11-10,9999-01-01,1985-12-26
219504,Yannis,Bugrara,Senior Engineer,1995-04-13,9999-01-01,1985-11-07
219510,Jinya,Fadgyas,Senior Staff,1990-11-12,9999-01-01,1985-11-12
219519,Kazunori,Mitzlaff,Senior Staff,2002-01-16,9999-01-01,1985-03-20
219520,Aruna,Gruenwald,Senior Staff,2002-03-08,9999-01-01,1985-06-26
219532,Takahiro,Mitsuhashi,Senior Staff,1985-03-05,9999-01-01,1985-03-05
219537,Genevieve,Carrere,Senior Staff,1998-08-20,9999-01-01,1985-03-06
219557,Dayanand,Collette,Senior Staff,1990-06-15,9999-01-01,1985-06-15
219559,Steen,Serna,Senior Staff,1991-11-10,9999-01-01,1985-11-10
219599,Mitsuyuki,Anily,Senior Staff,1993-12-14,9999-01-01,1985-05-03
219604,Mari,Borstler,Senior Engineer,1990-11-20,9999-01-01,1985-11-20
219613,Hironobu,Kuzuoka,Senior Engineer,2000-12-02,9999-01-01,1985-05-27
219623,Eric,Gulak,Senior Staff,1990-11-25,9999-01-01,1985-11-25
219626,Selwyn,Usery,Senior Engineer,2001-12-11,9999-01-01,1985-08-12
219631,Tran,Ramsey,Senior Engineer,1991-08-16,9999-01-01,1985-03-12
219639,Hsiangchu,Hammerschmidt,Senior Engineer,1994-07-31,9999-01-01,1985-07-31
219644,Cheong,Miculan,Senior Staff,1991-02-19,9999-01-01,1985-02-19
219646,Huai,Reghbati,Engineer,1999-09-14,9999-01-01,1985-02-08
219673,Mona,Pargaonkar,Staff,1998-01-26,9999-01-01,1985-05-15
219683,Kauko,Prenel,Senior Engineer,1991-08-22,9999-01-01,1985-08-22
219693,Saeko,Koblick,Senior Staff,1995-07-26,9999-01-01,1985-06-21
219702,Basim,Servieres,Technique Leader,1985-03-19,9999-01-01,1985-03-19
219716,Shuji,Linares,Engineer,1997-09-02,9999-01-01,1985-04-30
219724,Abdelghani,Wilharm,Senior Engineer,1985-03-04,9999-01-01,1985-03-04
219725,Elvis,Zockler,Senior Staff,1993-04-29,9999-01-01,1985-04-29
219727,Paraskevi,Showalter,Senior Staff,1998-05-14,9999-01-01,1985-09-14
219762,Nahum,Giveon,Senior Staff,1999-12-22,9999-01-01,1985-10-04
219772,Soenke,Chorvat,Senior Engineer,1990-08-22,9999-01-01,1985-08-22
219806,Janalee,Pellegrinelli,Senior Staff,1989-09-23,9999-01-01,1985-02-17
219809,Kauko,Mansanne,Senior Engineer,1996-08-29,9999-01-01,1985-07-06
219815,Theron,Alblas,Technique Leader,1988-12-26,9999-01-01,1985-10-04
219819,Moheb,Linnainmaa,Senior Engineer,1998-07-24,9999-01-01,1985-05-05
219821,Mandell,Vakili,Senior Engineer,1993-11-21,9999-01-01,1985-11-21
219833,Leaf,Manderick,Senior Staff,2001-09-11,9999-01-01,1985-07-20
219860,Taisook,Quaggetto,Technique Leader,1999-03-11,9999-01-01,1985-12-12
219882,Temple,Junot,Engineer,1996-03-20,9999-01-01,1985-08-25
219898,Tonny,Felcyn,Senior Staff,1993-03-05,9999-01-01,1985-12-25
219906,Branimir,Mapelli,Senior Staff,1997-11-03,9999-01-01,1985-12-09
219913,Xinan,Slutz,Senior Staff,1992-05-04,9999-01-01,1985-05-04
219917,Goa,Holburn,Senior Staff,2001-09-10,9999-01-01,1985-09-02
219924,Magdalena,Mitina,Senior Engineer,1985-09-22,9999-01-01,1985-09-22
219936,Vishu,Danlos,Senior Staff,1998-01-13,9999-01-01,1985-02-21
219950,Sibyl,Oppitz,Senior Engineer,1985-09-22,9999-01-01,1985-09-22
219953,Evgueni,Bouloucos,Senior Staff,1993-06-06,9999-01-01,1985-05-18
219985,Luisa,Ranka,Senior Engineer,1991-02-17,9999-01-01,1985-02-17
219989,Boutros,Kirkerud,Senior Engineer,1997-07-17,9999-01-01,1985-07-18
220007,Maren,Molenkamp,Senior Engineer,1990-12-06,9999-01-01,1985-12-06
220009,Billie,Kakkad,Senior Staff,1995-06-08,9999-01-01,1985-10-23
220019,Rafael,Lamba,Senior Staff,1995-07-04,9999-01-01,1985-12-05
220020,Dmitri,Preusig,Senior Engineer,1992-11-21,9999-01-01,1985-11-21
220022,Arunachalam,Peres,Senior Staff,1993-11-08,9999-01-01,1985-11-08
220023,Mabhin,Hofman,Senior Staff,1991-12-30,9999-01-01,1985-12-30
220029,Demos,Asser,Senior Engineer,1985-11-04,9999-01-01,1985-11-04
220035,Luerbio,Ranst,Senior Engineer,1992-08-07,9999-01-01,1985-08-07
220051,JoAnne,Matheson,Senior Staff,1993-04-16,9999-01-01,1985-04-16
220105,Khun,Sessa,Senior Engineer,1993-11-29,9999-01-01,1985-11-29
220109,Tomofumi,Sommen,Staff,1999-05-28,9999-01-01,1985-04-04
220126,Fumino,Sidou,Senior Engineer,1993-03-08,9999-01-01,1985-07-08
220134,Hyuckchul,Giveon,Senior Staff,1991-09-05,9999-01-01,1985-09-05
220164,Uli,Zykh,Senior Engineer,1990-11-02,9999-01-01,1985-06-10
220177,Kristina,Docker,Senior Engineer,1993-05-08,9999-01-01,1985-03-18
220181,Kristin,Duclos,Senior Engineer,1992-08-02,9999-01-01,1985-08-02
220202,Mats,Menhardt,Senior Staff,1993-09-09,9999-01-01,1985-09-09
220203,Shigenori,Schueller,Senior Staff,1985-11-24,9999-01-01,1985-11-24
220212,Boalin,Pashtan,Senior Engineer,1993-05-08,9999-01-01,1985-07-02
220239,Seongbin,Kruskal,Senior Staff,1993-09-10,9999-01-01,1985-09-10
220257,Eran,Pappas,Senior Staff,2002-01-27,9999-01-01,1985-03-18
220266,Pohua,Msuda,Senior Engineer,1998-06-11,9999-01-01,1985-07-13
220267,Zhongwei,Anido,Senior Staff,1996-03-09,9999-01-01,1985-07-26
220279,Susanta,Erdmenger,Staff,1996-07-08,9999-01-01,1985-10-18
220287,Gaurav,Azuma,Senior Engineer,2002-05-30,9999-01-01,1985-11-16
220288,Hilary,Tzvieli,Staff,1997-11-16,9999-01-01,1985-02-14
220304,Premal,McFarlin,Senior Staff,1991-03-15,9999-01-01,1985-03-15
220306,Tomoyuki,Falby,Senior Staff,1994-06-19,9999-01-01,1985-06-19
220320,Chiranjit,Gaughan,Senior Engineer,1990-09-04,9999-01-01,1985-09-04
220323,Tomoyuki,Hainaut,Senior Staff,1990-11-15,9999-01-01,1985-11-15
220325,Chirstian,Baaleh,Senior Engineer,1994-11-11,9999-01-01,1985-07-28
220331,Danai,Middleton,Senior Staff,1985-07-30,9999-01-01,1985-07-30
220334,Sakthirel,Cappello,Senior Staff,1996-03-14,9999-01-01,1985-09-10
220352,Christoper,Magliocco,Senior Staff,2001-11-21,9999-01-01,1985-06-25
220353,Sungwon,Tzvieli,Senior Engineer,2000-07-25,9999-01-01,1985-09-11
220358,Geraldo,Magliocco,Senior Staff,1993-07-14,9999-01-01,1985-07-14
220359,Charmane,Peltason,Senior Staff,1993-10-30,9999-01-01,1985-10-30
220396,Bowen,Danner,Senior Staff,1998-08-21,9999-01-01,1985-12-06
220397,Anoosh,Harnett,Engineer,1999-11-28,9999-01-01,1985-10-11
220402,Jenwei,Lung,Senior Engineer,1993-10-13,9999-01-01,1985-10-13
220421,Niranjan,Piveteau,Senior Staff,1994-04-11,9999-01-01,1985-02-20
220425,Golgen,Mitchem,Senior Engineer,1990-06-02,9999-01-01,1985-06-02
220442,Shuzo,Improta,Senior Staff,1999-03-09,9999-01-01,1985-05-11
220449,Nirmal,Kading,Senior Staff,1990-06-29,9999-01-01,1985-06-29
220463,Jasminko,Azevdeo,Senior Engineer,1991-11-20,9999-01-01,1985-11-20
220473,Ugo,Pesch,Senior Staff,1999-08-20,9999-01-01,1985-05-30
220481,Dinah,Masand,Staff,1998-03-10,9999-01-01,1985-05-10
220483,Lunjin,Brookner,Senior Engineer,1997-07-09,9999-01-01,1985-09-05
220512,Gretta,Basagni,Senior Engineer,1985-07-16,9999-01-01,1985-07-16
220533,Masaru,Roccetti,Senior Engineer,1990-06-17,9999-01-01,1985-06-17
220536,DAIDA,Baby,Senior Staff,1992-10-22,9999-01-01,1985-10-22
220541,Reinhold,Eiron,Senior Engineer,1995-10-30,9999-01-01,1985-12-30
220551,Shounak,Sudkamp,Technique Leader,1985-04-01,9999-01-01,1985-04-01
220593,Kazuhisa,Lorin,Senior Staff,1985-05-31,9999-01-01,1985-05-31
220599,Divine,Rahier,Senior Engineer,1992-08-31,9999-01-01,1985-08-31
220608,Chuanti,Yurek,Senior Staff,1991-11-12,9999-01-01,1985-11-12
220622,Tsuneo,Bernardinello,Technique Leader,1985-08-30,9999-01-01,1985-08-30
220634,Filipp,Pardalos,Senior Staff,1992-04-07,9999-01-01,1985-04-07
220647,Naftali,Luca,Senior Staff,1999-03-06,9999-01-01,1985-09-01
220658,Indrajit,Arlazarov,Senior Engineer,1992-04-02,9999-01-01,1985-04-02
220671,Ult,Birta,Senior Engineer,1985-02-16,9999-01-01,1985-02-16
220680,Tze,Gronowski,Senior Staff,1992-03-22,9999-01-01,1985-03-22
220683,Steve,Sidhu,Senior Engineer,1993-04-28,9999-01-01,1985-04-28
220692,Monique,Remmele,Senior Engineer,1989-10-21,9999-01-01,1985-04-23
220700,Eberhardt,Highland,Senior Staff,1992-08-12,9999-01-01,1985-08-12
220701,Spyrose,Streit,Senior Staff,2000-08-15,9999-01-01,1985-10-20
220705,Boriana,Karunanithi,Senior Engineer,1994-01-27,9999-01-01,1985-05-24
220739,Mart,Bernini,Senior Staff,1992-08-14,9999-01-01,1985-08-14
220774,Nalini,Mikschl,Senior Staff,1990-05-28,9999-01-01,1985-05-28
220785,Sugwoo,Redmiles,Senior Engineer,1985-10-28,9999-01-01,1985-10-28
220795,Cedric,Holburn,Senior Staff,1985-12-23,9999-01-01,1985-12-23
220806,Guadalupe,Gulla,Staff,1994-02-09,9999-01-01,1985-07-16
220819,Yoshimitsu,Linnainmaa,Senior Engineer,2001-07-28,9999-01-01,1985-07-30
220843,Gudjon,Yeung,Senior Engineer,1990-11-21,9999-01-01,1985-11-21
220850,KayLiang,Lipner,Senior Engineer,1993-12-04,9999-01-01,1985-12-04
220851,Serge,Dalphin,Senior Engineer,1985-04-09,9999-01-01,1985-04-09
220852,Krisda,Birke,Senior Staff,1991-08-19,9999-01-01,1985-08-19
220872,Soenke,Berztiss,Technique Leader,1993-05-04,9999-01-01,1985-02-05
220881,Subbu,Wissmann,Senior Staff,1996-01-12,9999-01-01,1985-07-28
220897,Kwangjo,Serot,Technique Leader,1985-06-20,9999-01-01,1985-06-20
220899,Koldo,Lindenbaum,Engineer,1996-06-27,9999-01-01,1985-07-13
220901,Stevo,Zumaque,Senior Engineer,1999-06-09,9999-01-01,1985-09-26
220904,Kwee,Boudaillier,Technique Leader,1993-02-08,9999-01-01,1985-05-25
220909,Mohd,Plumb,Senior Staff,1993-08-29,9999-01-01,1985-08-29
220915,Huei,Gelosh,Senior Engineer,1994-09-22,9999-01-01,1985-09-22
220932,Hinrich,Bisiani,Senior Engineer,1990-07-11,9999-01-01,1985-07-11
220937,Keiichiro,Haddadi,Senior Staff,1993-12-18,9999-01-01,1985-12-18
220956,Dannz,Beerel,Senior Staff,1986-02-19,9999-01-01,1985-10-21
220975,Jacopo,Laventhal,Senior Staff,1992-04-08,9999-01-01,1985-04-08
220995,Shooichi,Hagimont,Senior Engineer,1999-10-18,9999-01-01,1985-03-26
220996,Turgut,Mahnke,Senior Staff,1996-09-20,9999-01-01,1985-12-20
221010,Hironoby,Matzov,Senior Engineer,1985-11-17,9999-01-01,1985-11-17
221011,Kenton,Ponthieu,Senior Engineer,1992-02-11,9999-01-01,1985-07-25
221022,Changho,Pell,Senior Staff,1994-10-17,9999-01-01,1985-10-17
221035,Troy,Facello,Senior Staff,1993-11-27,9999-01-01,1985-11-27
221068,Cheong,Anger,Senior Staff,1994-07-02,9999-01-01,1985-07-02
221074,Gianluca,Egerstedt,Senior Engineer,1994-11-28,9999-01-01,1985-06-12
221088,Danae,Kawashima,Senior Engineer,1993-08-07,9999-01-01,1985-08-07
221093,Yishai,Ertl,Technique Leader,1985-03-06,9999-01-01,1985-03-06
221143,Ziya,Bahr,Senior Engineer,1985-12-29,9999-01-01,1985-12-29
221145,Foong,Staylopatis,Senior Staff,1993-11-19,9999-01-01,1985-07-26
221165,Luise,Huttel,Senior Engineer,1990-06-09,9999-01-01,1985-06-09
221167,Yishay,Meszaros,Senior Engineer,1993-12-23,9999-01-01,1985-12-23
221175,Jinya,Huttel,Senior Engineer,2002-06-16,9999-01-01,1985-04-22
221180,Chenyi,Kalloufi,Senior Staff,2000-10-13,9999-01-01,1985-08-21
221190,Stella,Paciorek,Senior Engineer,1997-12-23,9999-01-01,1985-05-05
221192,Xiaoshan,Danley,Staff,1998-08-22,9999-01-01,1985-11-10
221194,Sumant,Paludetto,Engineer,1993-12-25,9999-01-01,1985-10-05
221225,Yuichiro,Cardazo,Senior Staff,1992-12-09,9999-01-01,1985-06-30
221230,Yaghout,Curless,Engineer,1997-02-08,9999-01-01,1985-07-02
221232,Rance,Gyimothy,Technique Leader,1990-12-21,9999-01-01,1985-12-31
221235,Shen,Gimarc,Senior Staff,1994-03-07,9999-01-01,1985-09-20
221247,Yuqun,Eastman,Senior Engineer,1993-10-16,9999-01-01,1985-10-16
221251,Sven,Sury,Senior Engineer,2002-07-22,9999-01-01,1985-06-07
221262,Chenxi,Alpay,Senior Engineer,1999-04-07,9999-01-01,1985-11-13
221272,Duangkaew,Makinen,Senior Engineer,2000-11-07,9999-01-01,1985-07-12
221303,Mariangiola,Itzfeldt,Senior Staff,1990-01-30,9999-01-01,1985-09-28
221308,Shounak,Kroft,Senior Engineer,1992-05-02,9999-01-01,1985-05-02
221312,Kristen,Kieras,Staff,1996-03-10,9999-01-01,1985-05-02
221318,Soenke,Dusink,Senior Staff,1996-05-22,9999-01-01,1985-02-17
221346,Takahira,Pulkowski,Senior Engineer,1991-07-14,9999-01-01,1985-07-14
221354,Van,Schaar,Senior Engineer,2001-07-23,9999-01-01,1985-09-16
221366,Aiman,Schieder,Senior Staff,2000-06-12,9999-01-01,1985-06-05
221385,Nalini,Randi,Senior Staff,2000-02-17,9999-01-01,1985-09-13
221399,Mayumi,Narahara,Engineer,1998-05-01,9999-01-01,1985-02-19
221404,Constantino,Butner,Senior Engineer,1991-07-24,9999-01-01,1985-07-24
221407,Bokyung,Lores,Senior Staff,1998-10-02,9999-01-01,1985-09-02
221417,Bezalel,Kisuki,Senior Engineer,1992-05-31,9999-01-01,1985-05-31
221425,Tamiya,Schonegge,Senior Engineer,1992-05-10,9999-01-01,1985-03-05
221426,Fumitake,Armand,Senior Staff,1990-09-15,9999-01-01,1985-09-15
221450,Chuanti,Murtafg,Engineer,1997-11-10,9999-01-01,1985-07-07
221452,Billie,Bednarek,Staff,1997-04-11,9999-01-01,1985-12-14
221488,Kristian,Guenter,Senior Staff,1986-10-02,9999-01-01,1985-08-05
221495,Tetsushi,Zykh,Senior Engineer,1988-01-11,9999-01-01,1985-08-11
221516,Boriana,Fujisaki,Senior Staff,1990-10-22,9999-01-01,1985-02-16
221520,Yuuichi,Sudkamp,Senior Engineer,1992-04-06,9999-01-01,1985-04-06
221528,Jixiang,Molenkamp,Senior Engineer,1985-06-29,9999-01-01,1985-06-29
221546,Zhonghui,Birjandi,Senior Staff,1992-06-20,9999-01-01,1985-06-20
221566,Nadjib,Cmelik,Senior Engineer,1991-11-13,9999-01-01,1985-11-13
221571,Siddarth,Candan,Senior Staff,1989-06-20,9999-01-01,1985-06-30
221575,Shahid,Kleiser,Engineer,1994-08-18,9999-01-01,1985-08-18
221577,Gita,Capobianchi,Senior Staff,1997-05-27,9999-01-01,1985-09-13
221579,Luigi,Shanbhogue,Staff,1998-12-21,9999-01-01,1985-08-23
221580,Duke,Georgakopoulos,Senior Engineer,1993-11-05,9999-01-01,1985-11-05
221594,Niteen,Strooper,Senior Engineer,1994-07-01,9999-01-01,1985-07-01
221599,Juyoung,Serot,Senior Staff,1990-03-19,9999-01-01,1985-03-19
221609,Naftaly,Champarnaud,Engineer,1994-12-17,9999-01-01,1985-12-17
221624,Roded,Crouzet,Senior Engineer,1985-06-17,9999-01-01,1985-06-17
221631,Fusako,Ponthieu,Senior Staff,1993-12-23,9999-01-01,1985-12-23
221643,Sadok,Journel,Staff,1996-07-24,9999-01-01,1985-10-28
221663,Parto,Pileggi,Senior Staff,1993-05-06,9999-01-01,1985-05-06
221668,Shen,Frezza,Senior Staff,1991-09-12,9999-01-01,1985-09-12
221683,Gritta,Osgood,Senior Engineer,1997-06-24,9999-01-01,1985-12-28
221686,Shunichi,Feldhoffer,Senior Engineer,1997-01-19,9999-01-01,1985-11-11
221695,Herbert,Marshall,Engineer,1997-12-26,9999-01-01,1985-03-01
221697,Kyoichi,Bolotov,Senior Engineer,1993-08-08,9999-01-01,1985-05-27
221727,Aluzio,Rettelbach,Senior Engineer,1990-11-15,9999-01-01,1985-11-15
221739,Giao,Puppe,Engineer,1998-02-07,9999-01-01,1985-07-16
221742,Kazuhide,Vernadat,Engineer,2000-01-30,9999-01-01,1985-02-05
221754,Lidong,Honglei,Senior Engineer,1995-11-17,9999-01-01,1985-11-17
221755,Luerbio,Sudbeck,Senior Staff,1993-08-11,9999-01-01,1985-08-11
221772,Ronghao,Kaiserswerth,Senior Engineer,1997-10-27,9999-01-01,1985-11-15
221777,Eben,Kavraki,Senior Engineer,1994-06-16,9999-01-01,1985-06-16
221780,Katsuo,Stanfel,Senior Engineer,1985-02-10,9999-01-01,1985-02-10
221801,Kristinn,Rahimi,Senior Engineer,1997-08-11,9999-01-01,1985-08-12
221805,Yucai,Luders,Senior Staff,1994-10-12,9999-01-01,1985-10-12
221878,Phillip,Albarhamtoshy,Senior Engineer,1998-02-04,9999-01-01,1985-12-04
221881,Subhash,Cyne,Senior Staff,1985-04-22,9999-01-01,1985-04-22
221896,Minghong,Birke,Senior Engineer,1993-10-14,9999-01-01,1985-10-14
221907,Jongsuk,Farris,Senior Staff,1999-07-02,9999-01-01,1985-04-25
221916,Kristine,Theuretzbacher,Senior Engineer,1998-08-01,9999-01-01,1985-04-28
221925,Chiradeep,Middleton,Senior Staff,1994-10-17,9999-01-01,1985-10-17
221928,Chenyi,Thimonier,Senior Engineer,1985-09-16,9999-01-01,1985-09-16
221939,Sanjay,Borovoy,Senior Staff,1990-10-17,9999-01-01,1985-10-17
221946,Kazuhira,Foote,Senior Engineer,1994-03-11,9999-01-01,1985-05-10
221985,Boalin,Thorelli,Senior Engineer,1992-02-25,9999-01-01,1985-12-12
222004,Shiv,Olivero,Senior Engineer,1999-08-18,9999-01-01,1985-09-03
222048,Gen,Sidhu,Senior Engineer,1990-08-13,9999-01-01,1985-08-13
222065,Kazunori,Michaeli,Senior Engineer,1992-08-14,9999-01-01,1985-08-14
222071,Luigi,Baik,Senior Staff,1988-04-04,9999-01-01,1985-08-07
222081,Xiong,Orlowska,Senior Staff,1993-01-28,9999-01-01,1985-05-25
222105,Qingxiang,Koblick,Senior Staff,1993-07-05,9999-01-01,1985-07-05
222123,Freyja,Karcich,Senior Staff,1994-05-07,9999-01-01,1985-05-07
222148,Gopalakrishnan,Heijenga,Senior Engineer,1997-01-24,9999-01-01,1985-06-01
222149,Arto,Bondorf,Senior Staff,1998-09-27,9999-01-01,1985-05-11
222170,Mitsuyuki,Gronowski,Senior Engineer,1985-10-15,9999-01-01,1985-10-15
222174,Shuky,Denny,Senior Staff,1994-05-03,9999-01-01,1985-10-30
222177,Frazer,Reistad,Senior Engineer,1985-05-11,9999-01-01,1985-05-11
222180,Maia,Feinberg,Senior Staff,1997-11-18,9999-01-01,1985-05-02
222196,Takahito,Yurek,Senior Staff,1994-03-13,9999-01-01,1985-03-13
222207,Jacopo,Pouyioutas,Staff,1994-09-28,9999-01-01,1985-11-23
222221,Roded,Miake,Senior Staff,1996-05-15,9999-01-01,1985-03-02
222231,Supot,Ranka,Senior Engineer,1985-07-12,9999-01-01,1985-07-12
222242,Michaela,Baer,Senior Staff,1999-01-16,9999-01-01,1985-02-18
222247,Ger,Horswill,Technique Leader,1985-02-18,9999-01-01,1985-02-18
222255,Subhada,Terkki,Senior Staff,1991-04-20,9999-01-01,1985-04-20
222268,Guadalupe,Hedayat,Senior Engineer,1999-08-14,9999-01-01,1985-04-21
222270,Hironobu,Ranka,Senior Engineer,1994-12-19,9999-01-01,1985-12-19
222293,Jiang,Fordan,Senior Engineer,1996-04-19,9999-01-01,1985-11-06
222296,Chirstian,Gajiwala,Senior Engineer,1993-08-27,9999-01-01,1985-08-27
222311,Miyeon,Billingsley,Senior Engineer,1992-12-05,9999-01-01,1985-02-02
222314,Mingzeng,Rothenberg,Senior Engineer,1990-03-21,9999-01-01,1985-03-21
222317,Rafols,Cannard,Senior Staff,1993-03-10,9999-01-01,1985-03-10
222326,DeForest,Heyers,Senior Engineer,1992-11-08,9999-01-01,1985-07-31
222339,Junichi,Grabner,Senior Engineer,2001-05-05,9999-01-01,1985-05-05
222352,Zhensheng,Schnabel,Technique Leader,1985-08-01,9999-01-01,1985-08-01
222359,Kristen,Murtafg,Engineer,1999-10-17,9999-01-01,1985-03-17
222364,Shao,Benzmuller,Senior Engineer,1990-02-28,9999-01-01,1985-02-28
222365,Sasan,Chvatal,Senior Engineer,1999-09-06,9999-01-01,1985-10-07
222369,Mingsen,Mellouli,Senior Staff,1993-12-26,9999-01-01,1985-12-26
222376,Yagil,Pettey,Senior Engineer,1994-11-01,9999-01-01,1985-11-01
222377,Freyja,Verhaegen,Senior Staff,1990-02-03,9999-01-01,1985-02-03
222382,Marsha,Peltason,Senior Engineer,1992-02-11,9999-01-01,1985-02-10
222385,Mohit,Theuretzbacher,Senior Staff,1996-07-04,9999-01-01,1985-06-26
222410,Jianhao,Erie,Senior Engineer,1996-03-26,9999-01-01,1985-06-15
222447,Garnet,Rosay,Senior Engineer,1993-02-26,9999-01-01,1985-02-26
222449,Petter,Grandbois,Senior Staff,1991-09-01,9999-01-01,1985-09-01
222470,Jaques,Velardi,Senior Engineer,1998-06-04,9999-01-01,1985-09-11
222471,Ziva,Quaggetto,Senior Engineer,1990-06-06,9999-01-01,1985-06-06
222488,Falguni,Farrow,Technique Leader,1985-08-15,9999-01-01,1985-08-15
222510,Honglan,Speckmann,Senior Engineer,1993-11-02,9999-01-01,1985-11-02
222513,Kristinn,Douceur,Senior Engineer,1985-11-22,9999-01-01,1985-11-22
222533,Lein,Zyda,Senior Staff,1999-05-20,9999-01-01,1985-05-22
222542,Uno,Mukaidono,Senior Engineer,1990-02-24,9999-01-01,1985-02-24
222548,Guozhong,Braunschweig,Senior Engineer,1990-03-09,9999-01-01,1985-03-09
222550,Sadok,Wroclawski,Senior Engineer,1995-04-18,9999-01-01,1985-04-18
222552,Shaowei,Deyuan,Senior Engineer,1985-02-24,9999-01-01,1985-02-24
222558,Hinrich,Ducloy,Senior Engineer,1995-06-24,9999-01-01,1985-06-07
