emp_no,first_name,last_name,title,from_date,to_date,salary
217272,Yuchang,Eldridge,Senior Staff,1991-08-01,9999-01-01,56909
217286,Yannik,Spelt,Technique Leader,1992-09-22,9999-01-01,40000
217320,Abdelwaheb,Denis,Engineer,1993-09-10,9999-01-01,40000
217363,Horward,Marzano,Staff,1996-04-11,9999-01-01,74333
217387,Jianhao,Molenaar,Senior Engineer,1994-10-22,9999-01-01,40000
217551,Panayotis,Lukaszewicz,Senior Engineer,1995-06-06,9999-01-01,41730
217800,Shay,Servieres,Senior Staff,1998-08-06,9999-01-01,52924
218022,Mokhtar,Poupard,Technique Leader,1992-02-02,9999-01-01,46593
218100,Jiong,Garnham,Senior Staff,1999-01-02,9999-01-01,40000
218299,Almudena,Genin,Senior Staff,1993-09-26,2001-11-06,56167
218829,Eckart,Foong,Staff,1989-11-26,1996-01-28,72760
218831,Unal,DuBourdieux,Engineer,1996-03-13,9999-01-01,99378
219035,Kristine,Bierman,Technique Leader,1988-05-13,9999-01-01,40000
219047,Aemilian,Kusalik,Senior Engineer,1995-05-27,9999-01-01,40000
219052,Marsal,Acton,Staff,1995-08-02,9999-01-01,62703
219417,Subhrajyoti,Denna,Staff,1996-07-25,9999-01-01,47152
219497,Moie,Zastre,Technique Leader,1991-10-11,9999-01-01,40929
219967,Susanna,Reeken,Senior Staff,1998-03-16,9999-01-01,47439
220029,Demos,Asser,Senior Engineer,1985-11-04,9999-01-01,43792
220131,Reinhard,Slaats,Senior Engineer,1999-06-08,9999-01-01,48012
220418,Poorav,Laventhal,Staff,1997-08-16,9999-01-01,73906
220528,Sibyl,Rabehasaina,Senior Staff,1998-02-23,9999-01-01,42934
220582,Poornachandra,Zielinski,Senior Staff,2001-02-12,9999-01-01,54228
220611,Yuping,Babb,Senior Staff,2002-01-31,9999-01-01,40000
220625,Shigenori,Deville,Technique Leader,1992-12-24,9999-01-01,40000
220699,Nahid,Gyimothy,Staff,1995-08-18,9999-01-01,40000
220799,Perla,Orlowska,Senior Engineer,1990-12-03,9999-01-01,51087
221126,Tesuya,dAstous,Senior Engineer,1995-11-30,9999-01-01,40000
221367,Saddek,Farris,Senior Staff,1990-11-06,9999-01-01,42249
221369,Abdulah,Pocchiola,Engineer,1996-08-28,9999-01-01,52230
221435,Djenana,Marrevee,Senior Engineer,2000-02-06,9999-01-01,68650
221699,Szabolcs,Georgatos,Engineer,1999-08-16,2000-02-06,61271
221973,Sangeeta,Kalefeld,Senior Staff,1996-06-05,9999-01-01,59010
222206,Stein,Uludag,Senior Staff,1995-01-30,9999-01-01,40000
222311,Miyeon,Billingsley,Senior Engineer,1992-12-05,9999-01-01,53877
222319,Matt,Chvatal,Senior Engineer,1994-11-09,9999-01-01,40000
222354,Valdiodio,Schlumberger,Engineer,2001-08-07,9999-01-01,40000
222616,Badri,Schapire,Assistant Engineer,1998-01-19,9999-01-01,40000
222701,Lein,Delaune,Senior Staff,1990-06-30,1991-09-14,77941
222770,Kazuhiko,Kushner,Senior Engineer,1995-08-01,9999-01-01,49344
222878,Annemarie,Zallocco,Senior Engineer,1996-05-27,9999-01-01,42172
222926,Limsoon,Erol,Senior Engineer,1997-12-31,9999-01-01,40000
222952,Gopalakrishnan,Suermann,Senior Engineer,1998-04-30,9999-01-01,51100
222998,Leaf,Awdeh,Senior Staff,1991-02-20,9999-01-01,51391
223593,Hidefumi,Moehrke,Staff,1998-03-04,9999-01-01,56912
223595,Chiranjit,Dredge,Technique Leader,1999-09-05,9999-01-01,44999
224135,Annemarie,Bressoud,Engineer,1998-06-23,9999-01-01,43178
224335,Perry,Chachaty,Senior Engineer,1992-07-22,9999-01-01,54702
224390,TRUE,Shobatake,Senior Staff,1996-05-17,9999-01-01,40000
224934,George,Miake,Senior Staff,1996-01-02,9999-01-01,40000
225438,Remmert,Quaggetto,Senior Staff,1997-04-28,9999-01-01,78303
225601,Masasuke,Genin,Engineer,1999-06-25,9999-01-01,40000
225788,Ipke,Kieras,Engineer,1995-12-18,9999-01-01,40000
225867,Ramalingam,Remmele,Senior Engineer,1999-09-03,9999-01-01,40000
225964,Mooi,Cooman,Senior Engineer,1998-06-07,9999-01-01,52478
226216,Giordano,Gini,Technique Leader,1993-08-14,9999-01-01,40000
226227,Herbert,Erva,Senior Engineer,1995-09-06,9999-01-01,55409
227354,Gio,Murtha,Senior Engineer,1994-11-11,9999-01-01,49256
227476,Macha,Schnabel,Senior Engineer,1996-05-11,9999-01-01,73795
227681,Mikhail,Rousseau,Staff,1998-11-30,9999-01-01,45519
227899,Garnik,Luce,Staff,1998-09-15,9999-01-01,61605
227901,Francesca,Azuma,Senior Staff,2001-06-08,9999-01-01,40000
228098,IEEE,Kroll,Engineer,1997-05-10,9999-01-01,40000
228248,Yuriy,Plump,Senior Staff,1995-09-09,9999-01-01,54431
228554,Bilhanan,Brendel,Senior Staff,1990-12-23,9999-01-01,71741
228575,Takanari,Pelc,Engineer,1990-08-18,1992-09-25,40000
228766,Nahla,Smailagic,Senior Engineer,1996-11-21,9999-01-01,86747
229098,Berry,Yurek,Senior Staff,1995-08-16,9999-01-01,41874
229207,Filipe,Erol,Senior Engineer,1997-07-11,1999-08-15,40000
229220,Fabrizio,Lichtman,Senior Engineer,1992-02-09,9999-01-01,40000
229248,Harjit,Terekhov,Staff,1995-10-19,9999-01-01,40000
229352,Kwangho,Petereit,Engineer,1999-08-10,2000-05-06,60798
229364,Dulce,Magliocco,Staff,1987-02-13,1987-02-23,65238
229386,Pohua,Tasistro,Technique Leader,1989-06-02,9999-01-01,60980
229391,Paloma,Henseler,Senior Engineer,1997-06-10,9999-01-01,50035
229404,Gilbert,Kilgour,Staff,1996-04-05,9999-01-01,55086
229547,Moni,Schach,Senior Staff,1991-07-04,9999-01-01,61762
229690,Mokhtar,Sherertz,Senior Staff,1995-06-10,1995-11-08,60001
229727,Ewing,Millington,Engineer,1999-09-28,9999-01-01,43638
229981,Jamaludin,Fordan,Senior Engineer,2001-02-05,9999-01-01,56315
230002,Tadahiro,Backhouse,Senior Engineer,1999-10-02,9999-01-01,84438
230126,Bezalel,Radivojevic,Senior Staff,1995-07-03,9999-01-01,40000
230287,Renny,Alameldin,Assistant Engineer,1997-09-28,9999-01-01,40000
230354,Yinghua,Lorho,Senior Staff,2000-08-08,9999-01-01,40000
230498,Kolar,Puppo,Senior Engineer,1998-04-25,9999-01-01,40000
230579,Shahar,Negoita,Senior Staff,2000-03-18,9999-01-01,60150
230689,Dietrich,Crabtree,Senior Staff,1986-05-24,9999-01-01,45823
230821,Toshiki,Raney,Staff,1997-07-03,2000-03-21,74116
230865,Takushi,Brattka,Staff,1999-03-09,9999-01-01,61136
231043,Torsten,Slobodova,Assistant Engineer,1992-07-20,2000-04-01,52368
231069,Trygve,Siksek,Staff,1995-11-09,9999-01-01,88709
231459,Nectarios,Pramanik,Assistant Engineer,1999-11-18,9999-01-01,55246
231671,Chandrasekaran,Pearson,Staff,1995-04-14,9999-01-01,40000
231798,Goetz,Alvarado,Senior Engineer,1997-12-25,9999-01-01,46062
232178,Etsuo,Anandan,Senior Staff,1996-12-13,9999-01-01,40000
232209,Nitsan,Rouquie,Senior Engineer,1995-08-02,9999-01-01,46339
232458,Nikolaus,Yetto,Staff,1990-09-22,1992-08-22,69324
232496,Peternela,Klerer,Staff,1986-06-06,1994-06-08,52917
232697,Barry,Ramsak,Senior Engineer,1999-09-07,9999-01-01,40000
232723,Tesuya,Bugrara,Engineer,2002-02-13,9999-01-01,40000
233114,Alselm,Gargeya,Senior Engineer,1987-12-25,9999-01-01,78365
233247,Murthy,Angiulli,Senior Engineer,1991-08-02,1998-07-21,40000
233394,Khalid,Lenart,Engineer,1995-12-24,9999-01-01,40000
233397,Fay,Sundgren,Senior Staff,1998-07-07,9999-01-01,63272
233426,Etsuo,Usery,Senior Engineer,2000-03-01,9999-01-01,40990
233533,Seongbae,Sluis,Senior Staff,1995-09-23,1997-06-10,40000
233690,Cedric,Riefers,Engineer,1994-09-08,9999-01-01,47246
233759,Zissis,Lodder,Engineer,1999-09-25,9999-01-01,40000
233765,Kotesh,Chachaty,Senior Engineer,1997-03-24,9999-01-01,47195
233785,Baziley,Ballarin,Senior Staff,1995-07-28,9999-01-01,88012
233818,Kellie,Heydon,Senior Engineer,1991-11-11,9999-01-01,40000
234195,Luerbio,Terkki,Senior Staff,1998-05-14,9999-01-01,50836
234278,Tzu,Impagliazzo,Staff,1990-11-14,1993-12-05,47879
234739,Foong,Aamodt,Senior Engineer,1986-06-28,9999-01-01,40000
235017,Irena,Dratva,Senior Staff,1999-09-07,9999-01-01,66452
235096,Sverrir,Gyimothy,Senior Staff,1992-03-20,9999-01-01,75886
235269,Keiichiro,Feldmann,Staff,1997-12-20,1998-12-30,40000
235325,Gro,Prochazka,Senior Engineer,1998-10-16,9999-01-01,40000
235368,Anneli,Joslin,Senior Engineer,1987-04-12,9999-01-01,40000
235458,Gio,Heuser,Senior Staff,1999-06-29,9999-01-01,46139
235546,Tianruo,Speer,Staff,1985-10-30,1989-03-26,77656
235729,Henk,Anger,Senior Staff,2002-01-19,9999-01-01,52272
235780,Sampalli,Bergere,Senior Engineer,1994-04-08,9999-01-01,40000
235793,Jayesh,Spinelli,Senior Engineer,1992-07-18,9999-01-01,61027
236315,IEEE,Raczkowsky,Technique Leader,1996-07-24,9999-01-01,40000
236559,Berna,Nanard,Senior Engineer,1989-08-20,1991-03-18,40247
236566,Yechezkel,Maginnis,Senior Staff,2000-12-11,9999-01-01,40000
236591,Insup,Reinhard,Senior Staff,1993-04-08,9999-01-01,63990
236827,Almudena,Rijckaert,Senior Engineer,1999-02-16,9999-01-01,40000
236883,Huan,Olivero,Staff,1999-11-19,9999-01-01,72410
236964,Adel,Foote,Staff,1998-08-19,9999-01-01,85659
237289,Brendon,Fritzsche,Staff,1998-01-19,1999-12-18,83375
237400,Guadalupe,Perri,Technique Leader,1996-06-27,1999-08-21,49391
237590,Annemarie,Irland,Staff,1991-07-30,1996-09-04,40000
238112,Miomir,Frezza,Technique Leader,1991-05-25,9999-01-01,40000
238252,Uno,Suppi,Staff,1996-12-27,9999-01-01,48008
238422,Vishv,Angelov,Senior Staff,1996-03-08,9999-01-01,40000
238949,Minghong,Cronin,Senior Staff,1987-10-04,9999-01-01,55007
239067,Tadahiko,Pocchiola,Staff,1996-04-02,9999-01-01,90988
239244,Abdulla,Kitai,Senior Staff,1996-02-20,9999-01-01,58738
239415,Susumu,Brender,Senior Engineer,2001-04-17,9999-01-01,48404
239426,Vesna,Fairtlough,Engineer,1994-08-09,9999-01-01,40000
239581,Guangming,Marquardt,Staff,1997-06-06,2001-03-21,86683
239664,Sugwoo,Michaels,Senior Engineer,1999-08-03,9999-01-01,40000
239706,Arunas,Bugrara,Assistant Engineer,1997-04-03,9999-01-01,58498
239748,Bilhanan,Dusink,Senior Staff,1996-06-04,9999-01-01,69092
239803,Oscal,Ernst,Senior Staff,1997-05-19,9999-01-01,40000
240011,Heather,Luef,Technique Leader,1989-02-24,1992-07-14,51685
240132,Mizuhito,Kobara,Senior Staff,2001-08-09,9999-01-01,56439
240236,TRUE,Tischendorf,Senior Engineer,1992-01-19,9999-01-01,40000
240253,Shrikanth,Ramaiah,Engineer,1995-05-12,2000-10-15,40000
240285,Kolar,Greenaway,Staff,1998-11-14,9999-01-01,45885
240340,Mack,Staylopatis,Senior Engineer,1991-04-02,9999-01-01,40000
240438,Temple,Cyre,Senior Staff,1999-10-01,9999-01-01,62140
240870,Francesca,Chorvat,Senior Staff,1993-03-03,9999-01-01,40000
241100,Cedric,Molenaar,Senior Engineer,1999-10-06,9999-01-01,40000
241254,Jagoda,Anguita,Senior Engineer,1993-05-11,9999-01-01,40000
241292,Uri,Lampe,Senior Staff,1994-10-17,9999-01-01,42997
241567,Emran,Miara,Senior Engineer,1995-05-02,9999-01-01,40000
241667,Atilio,Olivero,Senior Engineer,1992-09-04,9999-01-01,56580
241728,Limsoon,Boudaillier,Senior Engineer,1995-08-12,9999-01-01,52540
241872,Bluma,Fetvedt,Senior Staff,1997-02-02,9999-01-01,40000
241917,Wuxu,Poupard,Staff,1994-02-15,1995-09-25,56900
241952,Maya,Anandan,Staff,1996-06-28,1997-11-07,61869
242019,Herb,Murrill,Senior Engineer,1999-09-27,9999-01-01,50527
242081,Tomokazu,Pargas,Engineer,2001-11-15,9999-01-01,50182
242104,Richara,Sudkamp,Senior Staff,1994-09-05,9999-01-01,57772
242237,Hidde,Papsdorf,Senior Staff,1998-11-07,1998-11-23,80038
242314,Miyeon,Burnard,Engineer,1985-02-07,1985-12-13,45492
242500,Bingning,Iisaku,Senior Staff,1997-06-26,9999-01-01,76979
242611,Frazer,Flanders,Engineer,1995-08-25,2000-09-25,70053
242800,Kazuyasu,Levergood,Engineer,1996-02-10,9999-01-01,46401
242867,Paddy,Nittel,Engineer,1999-11-10,2000-04-14,40133
243018,Bowen,Deverell,Senior Staff,1998-12-27,9999-01-01,62716
243077,Kazunori,Perz,Senior Engineer,1999-02-25,9999-01-01,54935
243576,Abdulah,Lodder,Senior Staff,2001-11-10,9999-01-01,60593
243637,Marjo,Delgrange,Senior Staff,1996-06-23,9999-01-01,60619
243898,Arch,Basawa,Staff,1998-05-10,9999-01-01,58876
244308,Mokhtar,Rebaine,Senior Staff,2000-07-22,9999-01-01,51276
244605,Masoud,Suwa,Senior Staff,1997-11-25,9999-01-01,40000
244624,Boaz,Seuren,Senior Staff,1994-03-27,9999-01-01,40000
244711,Rosli,Butner,Engineer,1997-03-19,9999-01-01,56130
244714,Poorav,Clouatre,Senior Engineer,1996-05-06,9999-01-01,50839
244820,Shigenori,Hertweck,Senior Engineer,1994-04-13,9999-01-01,54013
244873,Arunachalam,Oppitz,Senior Staff,1994-05-20,9999-01-01,82148
245164,Filipp,Winter,Senior Engineer,2001-10-24,9999-01-01,57847
245396,Gift,Bottner,Senior Staff,2002-03-04,9999-01-01,40000
245664,Manohar,Kilgore,Staff,1998-11-17,9999-01-01,68558
246146,Zhongwei,Melski,Senior Engineer,1993-09-03,9999-01-01,57332
246244,George,Casperson,Staff,2000-01-20,9999-01-01,53305
246364,Alper,Tiemann,Engineer,1998-10-29,9999-01-01,72695
246764,Shuzo,Czaja,Staff,1997-11-29,9999-01-01,71627
246798,Tianruo,Strooper,Senior Staff,1999-10-28,9999-01-01,96152
246902,Shih,Shanbhogue,Staff,1998-04-19,9999-01-01,40000
247089,Seongbae,Schahn,Senior Staff,1997-12-10,9999-01-01,66089
247122,Xiaobin,Narlikar,Senior Staff,1999-02-14,9999-01-01,40000
247447,Tzu,Bakhtari,Senior Engineer,1999-03-18,9999-01-01,45800
247456,Masako,Bahk,Engineer,1997-07-31,9999-01-01,61394
247612,Chiranjit,Constantine,Engineer,1997-05-25,9999-01-01,40000
247875,Xiong,Anick,Senior Staff,1991-04-23,9999-01-01,77461
247888,Abdelghani,Lagarias,Senior Engineer,1992-09-06,9999-01-01,40000
248094,Valeska,Lupu,Staff,1998-09-21,2002-04-06,67350
248256,Sajjan,Falby,Staff,1996-08-29,9999-01-01,68786
248351,Jaana,Milicia,Senior Staff,1985-06-02,9999-01-01,55386
248758,Snehasis,Muhlberg,Senior Staff,1999-07-16,9999-01-01,79398
248953,Percy,Sudbeck,Assistant Engineer,1996-08-29,9999-01-01,47201
249239,Hideyuki,Decleir,Senior Engineer,1994-05-04,9999-01-01,40000
249325,Ute,Pokrovskii,Staff,1997-06-09,9999-01-01,82809
249433,Ayonca,Matzov,Senior Engineer,1997-06-03,9999-01-01,50915
249451,Gopalakrishnan,Pehl,Engineer,1995-03-15,2001-06-10,80722
249504,Dmitry,Velardi,Senior Engineer,2000-02-29,9999-01-01,40000
249780,Nechama,Gaughan,Senior Engineer,1996-01-16,9999-01-01,56733
249799,Jolita,Neimat,Senior Engineer,1999-12-27,9999-01-01,41338
249866,Steen,Gubsky,Senior Staff,1998-01-14,9999-01-01,49410
249969,Georgi,Luiz,Senior Engineer,1999-06-10,9999-01-01,73578
250411,Ranga,Sommen,Senior Staff,1996-01-21,9999-01-01,54722
250452,Alexius,Plavsic,Senior Engineer,2000-01-17,9999-01-01,55615
250748,Kish,Turnbull,Senior Engineer,1994-02-10,9999-01-01,40000
251166,Hinrich,Hooghiemstra,Senior Staff,1993-10-05,9999-01-01,74699
251233,Yucel,Bernini,Senior Engineer,1998-02-19,9999-01-01,47919
251301,Pintsang,Impagliazzo,Senior Staff,1989-05-06,9999-01-01,51640
251341,Divier,Kumaresan,Senior Staff,1998-12-05,9999-01-01,40000
251403,Utpal,DuBourdieux,Technique Leader,1997-11-19,9999-01-01,40000
251437,Shichao,Iwayama,Engineer,1996-10-17,9999-01-01,40000
251645,Bezalel,Tsunoo,Senior Staff,2001-06-17,9999-01-01,54614
251680,Moty,Sommen,Senior Engineer,1990-08-14,9999-01-01,54883
251814,Mitsuyuki,Zockler,Technique Leader,1998-09-14,9999-01-01,42555
252185,Chaosheng,Conta,Engineer,2002-04-14,9999-01-01,44552
252241,Zito,Alvarado,Senior Staff,1986-07-07,2000-09-18,40000
252316,Gill,Niizuma,Senior Engineer,1999-10-08,9999-01-01,46232
252318,Keung,Simmel,Technique Leader,1995-11-17,2002-06-24,40000
252392,Sanjeeva,Peron,Senior Engineer,1999-12-26,9999-01-01,40000
252592,Sachem,McDermid,Senior Engineer,1987-04-30,1987-12-02,51711
253029,Thodoros,Thimonier,Engineer,1995-04-05,9999-01-01,40000
253707,Insup,Hainaut,Staff,1998-02-11,9999-01-01,57777
253838,Stafford,Terlouw,Assistant Engineer,1999-02-21,9999-01-01,40000
253893,Huiqun,Trystram,Senior Engineer,1993-05-10,9999-01-01,44376
254044,Gunilla,Brendel,Senior Engineer,2000-04-10,9999-01-01,40000
254399,Armond,Lores,Technique Leader,1999-09-16,9999-01-01,58503
254591,Mamdouh,Lodder,Staff,1986-03-23,1991-12-09,75535
254787,Mohan,Chepyzhov,Senior Engineer,1995-04-06,1996-05-26,45164
254821,Tonny,Couchot,Staff,1994-12-12,9999-01-01,58821
254916,Serenella,Couchot,Senior Staff,1997-03-15,2001-04-13,44158
255466,Huan,Roccetti,Senior Engineer,1985-07-03,9999-01-01,53964
255657,Oldrich,Cyre,Senior Engineer,1994-02-10,9999-01-01,40000
255779,Heejo,Merle,Technique Leader,1997-09-04,9999-01-01,40000
256078,Duke,Picaronny,Staff,1995-03-23,1995-04-05,78310
256216,Halsur,Brodal,Engineer,1997-11-22,9999-01-01,40000
256837,Bezalel,Jording,Staff,1991-01-16,1998-11-19,40000
256856,Hongzue,Barbanera,Senior Staff,1995-06-17,9999-01-01,40000
256881,Ioana,Jakobus,Senior Engineer,1999-08-10,9999-01-01,45924
256888,Heather,Pehl,Staff,1993-09-15,9999-01-01,50006
257062,Stabislas,Pardalos,Senior Engineer,1997-06-21,9999-01-01,53285
257378,Pascal,Bernatsky,Senior Staff,1995-09-04,9999-01-01,45349
257469,Anyuan,Hanratty,Senior Staff,1996-01-06,9999-01-01,53367
257484,Shaowei,Nicolson,Senior Staff,1995-12-07,9999-01-01,40000
257624,Adhemar,Dalphin,Senior Staff,1995-06-02,2000-08-26,40000
257799,Sushant,Riefers,Senior Engineer,1993-12-04,1998-01-08,40000
258028,Mountaz,Reinhart,Engineer,2000-01-21,9999-01-01,55108
258124,Mariusz,Zolotykh,Senior Staff,1990-07-28,9999-01-01,84665
258363,Tayeb,Veevers,Staff,1986-10-10,1991-05-24,40000
258376,Jaber,Falco,Engineer,1995-10-01,1995-10-11,54809
258470,Weiwu,Butner,Staff,1995-02-14,9999-01-01,98002
258643,Przemyslawa,Esposito,Senior Engineer,2001-02-26,9999-01-01,47581
259042,Xiaoqiang,Farrow,Staff,1997-01-01,9999-01-01,67056
259237,Palash,Gammage,Senior Staff,1994-10-23,9999-01-01,40000
259273,Xiahua,Gomatam,Senior Engineer,1989-12-01,9999-01-01,52325
259611,Shuichi,Marrakchi,Senior Staff,1990-08-21,9999-01-01,57203
259619,Conal,Magliocco,Senior Staff,1992-05-09,9999-01-01,41263
259718,Stepehn,Bouloucos,Senior Staff,1997-09-16,9999-01-01,57915
260083,Kwok,Journel,Staff,1997-12-22,1999-02-27,40000
260153,Mingdong,Baar,Technique Leader,1991-10-14,9999-01-01,71781
260249,Vugranam,Beausoleil,Staff,1998-05-14,9999-01-01,49234
260361,Reinhold,Rahier,Engineer,1995-06-06,9999-01-01,40000
260399,Hatem,Birsak,Senior Staff,1995-04-10,9999-01-01,63485
260408,Sasan,Brookner,Senior Staff,2001-09-03,9999-01-01,40000
260501,Dzung,Pargas,Technique Leader,1990-05-17,9999-01-01,59070
260545,Fei,Rebaine,Senior Engineer,1995-05-05,1999-04-19,50079
261184,Masako,Kornatzky,Senior Engineer,1987-08-29,9999-01-01,51696
261631,Jianhua,Huttel,Engineer,1998-02-23,9999-01-01,48817
261662,Berni,Assaf,Senior Staff,1989-09-08,9999-01-01,64577
261737,Mark,Lindqvist,Senior Engineer,1997-11-22,9999-01-01,40000
261986,Gila,Ramsak,Senior Engineer,1997-05-13,9999-01-01,50346
261990,Volkmar,Czaja,Senior Staff,1998-04-01,9999-01-01,55592
262154,Wonhee,Vrecion,Senior Engineer,1991-03-14,1996-08-28,40000
262208,Mrinalini,Holburn,Senior Staff,1987-04-20,9999-01-01,82779
262210,Chinho,Bottner,Senior Engineer,1999-07-30,9999-01-01,50052
262328,Mayuko,Vural,Staff,1997-12-24,9999-01-01,63741
262439,Lorien,Lagarias,Senior Staff,1994-10-10,9999-01-01,78223
262440,Subbu,Kaiserswerth,Assistant Engineer,1992-06-15,1999-03-08,45056
262548,Jixiang,Loncour,Engineer,1994-03-16,2001-02-20,40030
262636,Tamiya,Reutenauer,Senior Engineer,1985-06-02,9999-01-01,62056
262741,Izaskun,Moffat,Senior Staff,1994-04-30,2001-08-14,48364
262752,Pramod,Bierman,Engineer,1997-12-12,9999-01-01,63602
262861,Kayoko,Attimonelli,Senior Staff,1997-10-14,1999-01-20,82077
262928,Piyush,Gill,Senior Engineer,1998-08-31,9999-01-01,40000
263012,Hideo,Buchter,Staff,1999-05-01,9999-01-01,40755
263186,Danny,Lowrie,Technique Leader,1995-09-13,9999-01-01,40000
263325,Dinkar,Sinicrope,Staff,1985-07-12,1985-12-22,65564
263370,Shakhar,Ranze,Staff,1999-05-29,9999-01-01,76883
263439,Atreye,Kabayashi,Senior Engineer,1986-12-15,9999-01-01,40000
263645,Mingsen,Lally,Senior Engineer,1990-12-04,9999-01-01,62104
263649,Mechthild,Zongker,Senior Staff,1993-07-26,9999-01-01,67578
263721,Abdulah,Horswill,Engineer,1999-06-12,2000-11-14,57417
263926,Fusako,Schwartzbauer,Senior Staff,1993-04-07,9999-01-01,43694
264001,Khalil,Mapelli,Senior Engineer,1990-01-15,1992-04-06,49620
264030,Zdislav,Solares,Engineer,1998-12-14,9999-01-01,40000
264167,Baoqiu,Tomescu,Senior Engineer,1996-05-01,9999-01-01,59581
264322,Leandro,Swist,Senior Staff,1997-01-05,9999-01-01,58053
264626,Noritoshi,Bakhtari,Senior Staff,1998-02-03,9999-01-01,40000
264715,Siddarth,Luke,Staff,1993-10-06,1994-07-06,87151
264939,Bogdan,Bahi,Senior Engineer,1992-02-10,9999-01-01,40000
265039,Navid,Staudhammer,Senior Staff,2000-10-18,9999-01-01,71928
265521,Kensei,Salverda,Senior Engineer,2001-05-25,9999-01-01,52088
265558,Susuma,Kleiser,Senior Staff,1994-08-02,9999-01-01,79792
265794,Miquel,Halloran,Senior Staff,2002-01-14,9999-01-01,83098
265875,Fan,Marsiglia,Senior Engineer,1997-09-03,9999-01-01,44708
266206,Zsolt,Anily,Senior Staff,1991-08-19,9999-01-01,63169
266249,Sumant,Nishimukai,Senior Staff,1991-03-28,9999-01-01,65301
266310,Zvonko,Serdy,Senior Staff,1992-06-23,9999-01-01,40000
266644,Anwar,Gubsky,Senior Staff,1999-08-09,9999-01-01,40000
266689,Parke,Serna,Senior Engineer,1985-03-29,1999-09-23,41983
266862,Mart,Plumb,Senior Staff,1986-04-21,9999-01-01,40000
266881,Mokhtar,Sabnani,Senior Staff,1997-08-28,9999-01-01,40000
266981,Toshimi,Kragelund,Engineer,1993-02-20,1994-07-05,46155
267059,Moie,Tempesti,Senior Staff,2000-06-28,9999-01-01,51878
267227,Susuma,Tagansky,Senior Engineer,2001-01-21,9999-01-01,40000
267304,Jordanka,Axelband,Senior Staff,1994-06-27,9999-01-01,61938
267504,Mayuri,Flowers,Staff,1997-05-12,2000-11-07,77438
267667,Irena,Kaiserswerth,Senior Staff,1994-09-05,9999-01-01,75381
267745,Wojceich,Honglei,Senior Engineer,1997-12-27,2000-05-01,62350
268043,Narain,Mikschl,Engineer,1997-11-02,9999-01-01,40000
268191,LiMin,Teitelbaum,Senior Engineer,1995-11-01,9999-01-01,53601
268890,Somnath,Uhrik,Engineer,1988-01-14,1994-12-09,72147
269186,Vitali,Dayang,Technique Leader,1988-09-21,1992-10-21,70562
269568,Rimli,Walston,Staff,1996-01-28,1999-08-10,47093
269728,Naftali,Kragelund,Senior Staff,1993-05-15,9999-01-01,71296
270084,Ulises,Frolund,Senior Staff,1993-07-26,9999-01-01,40000
270716,Shunichi,Baer,Staff,1998-02-04,9999-01-01,104010
270792,Domenico,Wendorf,Engineer,1988-09-08,1992-12-28,40000
270794,Dannz,Zhang,Senior Staff,1991-06-26,9999-01-01,73566
270821,Hatem,Bierbaum,Staff,1999-09-07,2000-04-11,61289
271106,Taisook,Kampfer,Engineer,1997-11-30,9999-01-01,57783
271118,Somnath,Nitsche,Senior Engineer,1999-08-14,1999-10-10,40000
271219,Odoardo,Tyugu,Engineer,1994-11-07,9999-01-01,40000
271975,Yuchang,Busillo,Engineer,1986-03-30,1989-11-14,62250
272141,Tsutomu,Neiman,Senior Staff,1993-05-05,9999-01-01,40000
272285,Gully,Mitchem,Senior Staff,1995-01-22,9999-01-01,40000
272316,Surveyors,Muhling,Engineer,1999-07-19,9999-01-01,46031
272452,Mitsuyuki,Isard,Engineer,1996-08-17,9999-01-01,60967
272599,Holgard,Hegner,Senior Staff,1998-07-15,9999-01-01,42096
272860,Minghong,Candan,Assistant Engineer,1994-02-10,9999-01-01,40000
273159,Divine,Hofmeyr,Technique Leader,1989-04-14,9999-01-01,40000
273274,Yolla,Kobara,Engineer,1995-12-29,1997-04-16,58610
273286,Brigham,Asmuth,Senior Engineer,1996-01-24,9999-01-01,43159
273396,Wayne,Baba,Engineer,1998-03-07,9999-01-01,60301
273806,Hongzhu,Beetstra,Senior Staff,2000-01-24,9999-01-01,81637
273858,Gunilla,Matzen,Senior Staff,1995-12-28,9999-01-01,66820
274071,Mingsen,Weiland,Staff,1995-10-12,9999-01-01,40000
274271,Prodip,Ritcey,Senior Staff,1993-09-10,9999-01-01,55623
274369,Ranga,Waymire,Senior Staff,1997-01-27,9999-01-01,44399
274813,Yefim,Pettey,Senior Staff,2000-08-07,9999-01-01,66431
275158,Satyanarayana,Brandsma,Engineer,1999-12-08,9999-01-01,93286
275263,Vojin,Laventhal,Senior Engineer,1999-10-18,9999-01-01,64702
275444,Limsoon,Leppanen,Senior Engineer,2000-01-22,9999-01-01,55338
275495,Shen,Yamaashi,Staff,1995-02-19,9999-01-01,41626
275801,Ayakannu,Heinisuo,Senior Staff,1986-06-28,9999-01-01,70395
275881,Jiann,Munro,Senior Engineer,1988-05-18,9999-01-01,40000
275994,Uma,Prampolini,Senior Engineer,1998-02-21,9999-01-01,40000
276027,Holgard,Stavenow,Senior Staff,1995-02-28,9999-01-01,40000
276184,Mari,Swick,Senior Staff,1991-04-08,9999-01-01,77922
276186,Sajjad,Vecchi,Senior Staff,1998-06-02,9999-01-01,40000
